time,close,high,low,open,volume
,AUDNZD=X,AUDNZD=X,AUDNZD=X,AUDNZD=X,AUDNZD=X
1752102000,1.0894299745559692,1.0897799730300903,1.08896005153656,1.089460015296936,0
1752105600,1.0894500017166138,1.089769959449768,1.0888099670410156,1.0893900394439697,0
1752109200,1.0892399549484253,1.089709997177124,1.088860034942627,1.0894099473953247,0
1752112800,1.0900700092315674,1.0902199745178223,1.0888400077819824,1.0892200469970703,0
1752116400,1.0897200107574463,1.0902199745178223,1.0892599821090698,1.0900299549102783,0
1752120000,1.089460015296936,1.089859962463379,1.0890400409698486,1.0896799564361572,0
1752123600,1.0900100469589233,1.090109944343567,1.0890100002288818,1.0894299745559692,0
1752127200,1.0900700092315674,1.0902899503707886,1.08951997756958,1.0899900197982788,0
1752130800,1.089840054512024,1.0902199745178223,1.0893700122833252,1.090109944343567,0
1752134400,1.0903500318527222,1.0904500484466553,1.0893299579620361,1.0898200273513794,0
1752138000,1.089750051498413,1.090499997138977,1.0893100500106812,1.0903500318527222,0
1752141600,1.0898799896240234,1.089900016784668,1.0891000032424927,1.089750051498413,0
1752145200,1.0894900560379028,1.090019941329956,1.089210033416748,1.0898200273513794,0
1752148800,1.0904200077056885,1.0904200077056885,1.089050054550171,1.0894999504089355,0
1752152400,1.0907000303268433,1.0912599563598633,1.089609980583191,1.0903700590133667,0
1752156000,1.09197998046875,1.092020034790039,1.0903799533843994,1.0907200574874878,0
1752159600,1.091599941253662,1.092079997062683,1.091130018234253,1.09197998046875,0
1752163200,1.0915299654006958,1.091670036315918,1.0909600257873535,1.0915600061416626,0
1752166800,1.0915800333023071,1.0918200016021729,1.0911099910736084,1.0915499925613403,0
1752170400,1.0919100046157837,1.092020034790039,1.0909500122070312,1.091599941253662,0
1752174000,1.0921399593353271,1.0924500226974487,1.0915199518203735,1.091920018196106,0
1752177600,1.0908900499343872,1.092229962348938,1.0908700227737427,1.0920900106430054,0
1752181200,1.0908499956130981,1.0919400453567505,1.0880099534988403,1.0912100076675415,0
1752184800,1.091439962387085,1.0917600393295288,1.0904099941253662,1.0908600091934204,0
1752188400,1.0914000272750854,1.091539978981018,1.0906200408935547,1.0914700031280518,0
1752192000,1.0914000272750854,1.0919400453567505,1.090590000152588,1.0913499593734741,0
1752195600,1.0919400453567505,1.0926200151443481,1.091040015220642,1.0914599895477295,0
1752199200,1.0928900241851807,1.0930299758911133,1.0914299488067627,1.0918899774551392,0
1752202800,1.0935100317001343,1.093690037727356,1.092360019683838,1.092919945716858,0
1752206400,1.0931899547576904,1.0937700271606445,1.0927400588989258,1.0935200452804565,0
1752210000,1.0939099788665771,1.0941200256347656,1.092810034751892,1.0931999683380127,0
1752213600,1.0944499969482422,1.0945299863815308,1.093250036239624,1.0939199924468994,0
1752217200,1.093000054359436,1.0945500135421753,1.0927499532699585,1.094480037689209,0
1752220800,1.0932400226593018,1.0936299562454224,1.0925899744033813,1.0930299758911133,0
1752224400,1.0932199954986572,1.0937199592590332,1.0927400588989258,1.0931899547576904,0
1752228000,1.094040036201477,1.094130039215088,1.0927200317382812,1.0932400226593018,0
1752231600,1.0939899682998657,1.0943299531936646,1.0935300588607788,1.0940099954605103,0
1752235200,1.0940300226211548,1.094290018081665,1.0934699773788452,1.0938899517059326,0
1752238800,1.094670057296753,1.09483003616333,1.0936199426651,1.0940699577331543,0
1752242400,1.0947400331497192,1.095329999923706,1.0941599607467651,1.0947099924087524,0
1752246000,1.0944199562072754,1.0948899984359741,1.0939300060272217,1.0947599411010742,0
1752249600,1.0951000452041626,1.0951999425888062,1.0938999652862549,1.0944000482559204,0
1752253200,1.0950900316238403,1.095289945602417,1.0945099592208862,1.0951199531555176,0
1752256800,1.0949300527572632,1.095229983329773,1.0946199893951416,1.0950700044631958,0
1752260400,1.0951499938964844,1.0951999425888062,1.0944099426269531,1.0949100255966187,0
1752264000,1.0942599773406982,1.0951999425888062,1.090980052947998,1.0951499938964844,0
1752267600,1.0949300527572632,1.0949300527572632,1.094480037689209,1.094480037689209,0
1752447600,1.0947500467300415,1.0953700542449951,1.0943800210952759,1.0948400497436523,0
1752451200,1.095460057258606,1.0957900285720825,1.0941599607467651,1.0947400331497192,0
1752454800,1.0964499711990356,1.0967400074005127,1.0950700044631958,1.0954699516296387,0
1752458400,1.0964100360870361,1.0970100164413452,1.0957900285720825,1.0964200496673584,0
1752462000,1.0969200134277344,1.0971399545669556,1.0959299802780151,1.0964000225067139,0
1752465600,1.0970100164413452,1.097190022468567,1.0961500406265259,1.0969300270080566,0
