time,close,high,low,open,volume
,GBPAUD=X,GBPAUD=X,GBPAUD=X,GBPAUD=X,GBPAUD=X
1752102000,2.077080011367798,2.081010103225708,2.0769999027252197,2.0785601139068604,0
1752116400,2.0759100914001465,2.07997989654541,2.0757100582122803,2.0771400928497314,0
1752130800,2.07135009765625,2.0767900943756104,2.071039915084839,2.075730085372925,0
1752145200,2.066770076751709,2.07384991645813,2.0665600299835205,2.07138991355896,0
1752159600,2.0617599487304688,2.0673699378967285,2.0614500045776367,2.066770076751709,0
1752174000,2.060309886932373,2.066849946975708,2.0582098960876465,2.061769962310791,0
1752188400,2.0606300830841064,2.0661699771881104,2.057539939880371,2.0602500438690186,0
1752202800,2.055389881134033,2.0618999004364014,2.055039882659912,2.060650110244751,0
1752217200,2.0539000034332275,2.0608201026916504,2.0537400245666504,2.055419921875,0
1752231600,2.054260015487671,2.0552499294281006,2.0493199825286865,2.0538699626922607,0
1752246000,2.0528600215911865,2.054879903793335,2.0519700050354004,2.0542500019073486,0
1752260400,2.049989938735962,2.053189992904663,2.0493099689483643,2.0528900623321533,0
1752447600,2.0529398918151855,2.0566599369049072,2.0495100021362305,2.05322003364563,0
1752462000,2.0512399673461914,2.053839921951294,2.049649953842163,2.0528600215911865,0
1752476400,2.053499937057495,2.054579973220825,2.0508599281311035,2.0512499809265137,0
1752490800,2.0514299869537354,2.0558300018310547,2.0506598949432373,2.053489923477173,0
1752505200,2.050689935684204,2.05295991897583,2.0491199493408203,2.05145001411438,0
1752519600,2.0513699054718018,2.0519700050354004,2.0461699962615967,2.050719976425171,0
1752534000,2.052609920501709,2.0532500743865967,2.0498600006103516,2.0513699054718018,0
1752548400,2.050719976425171,2.0532898902893066,2.0498900413513184,2.0526199340820312,0
1752562800,2.0483899116516113,2.051500082015991,2.0462000370025635,2.050649881362915,0
1752577200,2.0546300411224365,2.0551199913024902,2.0441300868988037,2.0483899116516113,0
1752591600,2.054529905319214,2.056989908218384,2.0534698963165283,2.0547099113464355,0
1752606000,2.0548698902130127,2.0552499294281006,2.0518100261688232,2.0544300079345703,0
1752620400,2.052259922027588,2.0549800395965576,2.05036997795105,2.054879903793335,0
1752634800,2.054189920425415,2.055880069732666,2.051219940185547,2.052299976348877,0
1752649200,2.05538010597229,2.05538010597229,2.0520401000976562,2.0542099475860596,0
1752663600,2.0580101013183594,2.058340072631836,2.052220106124878,2.055340051651001,0
1752678000,2.056339979171753,2.060159921646118,2.0549399852752686,2.0580899715423584,0
1752692400,2.055910110473633,2.05676007270813,2.0522000789642334,2.0564000606536865,0
1752706800,2.0666298866271973,2.067699909210205,2.054800033569336,2.0558600425720215,0
1752721200,2.0678999423980713,2.06850004196167,2.062119960784912,2.0665299892425537,0
1752735600,2.072550058364868,2.0727500915527344,2.0677499771118164,2.067889928817749,0
1752750000,2.0698599815368652,2.07453989982605,2.0685200691223145,2.072629928588867,0
1752764400,2.066999912261963,2.0700199604034424,2.066659927368164,2.0699501037597656,0
1752778800,2.067430019378662,2.069730043411255,2.0651800632476807,2.0669898986816406,0
1752793200,2.064189910888672,2.0675199031829834,2.0635900497436523,2.0672500133514404,0
1752807600,2.0638699531555176,2.0660500526428223,2.0628299713134766,2.064110040664673,0
1752822000,2.062190055847168,2.065000057220459,2.060650110244751,2.0637900829315186,0
1752836400,2.0602400302886963,2.063159942626953,2.059119939804077,2.062190055847168,0
1752850800,2.0619699954986572,2.062350034713745,2.0583200454711914,2.0602200031280518,0
1752865200,2.0596299171447754,2.0621399879455566,2.05718994140625,2.061959981918335,0
1753052400,2.061959981918335,2.0631299018859863,2.059390068054199,2.060849905014038,0
1753066800,2.0629799365997314,2.063309907913208,2.060260057449341,2.0619499683380127,0
1753081200,2.066240072250366,2.06673002243042,2.062429904937744,2.0629799365997314,0
1753095600,2.0675599575042725,2.068049907684326,2.0648999214172363,2.0662500858306885,0
1753110000,2.06673002243042,2.068079948425293,2.0657200813293457,2.0676000118255615,0
1753124400,2.0675899982452393,2.068690061569214,2.0648601055145264,2.0667099952697754,0
1753138800,2.066349983215332,2.0691699981689453,2.065380096435547,2.0675599575042725,0
1753153200,2.068959951400757,2.069580078125,2.065850019454956,2.0663399696350098,0
1753167600,2.0698699951171875,2.072269916534424,2.0672600269317627,2.0690200328826904,0
1753182000,2.062419891357422,2.0706300735473633,2.0615899562835693,2.069969892501831,0
1753196400,2.0650100708007812,2.0650999546051025,2.0616400241851807,2.062429904937744,0
1753210800,2.0645101070404053,2.065880060195923,2.0614500045776367,2.065030097961426,0
1753225200,2.062030076980591,2.0645599365234375,2.06003999710083,2.0645599365234375,0
1753239600,2.0599300861358643,2.062340021133423,2.0584299564361572,2.0619099140167236,0
1753254000,2.0536999702453613,2.0603699684143066,2.0535600185394287,2.059849977493286,0
1753268400,2.0584700107574463,2.058769941329956,2.051039934158325,2.0536398887634277,0
